_id,_info,_model,cabriolet,city,country,info,make,mileage,model,post_time,price,state,transmission,turbo,year,color
244,2007 997.1 911 Turbo COUPE / MANUAL,Turbo,FALSE,Dc,USA,2007 997.1 911 Turbo COUPE / MANUAL,Porsche,57601,911,2019-10-23T15:57:00.000Z,68000,DC,Manual,TRUE,2007,black
245,FS: 2012.2 7-Speed Porsche 991.1 Carrera S with only 3K miles!,Carrera S,FALSE,San Jose,USA,FS: 2012.2 7-Speed Porsche 991.1 Carrera S with only 3K miles!,Porsche,3100,911,2019-11-14T02:31:00.000Z,76800,CA,Manual,FALSE,2012,black
246,2007 C4S with lots of mods,Carrera 4S,FALSE,Houston,USA,2007 C4S with lots of mods,Porsche,45500,911,2019-06-04T17:42:00.000Z,42000,TX,Automatic,FALSE,2007,black
247,2011 911 C4S Manual Transmission - funnest car ever made,Carrera 4S,FALSE,Austin,United States,2011 911 C4S Manual Transmission - funnest car ever made,Porsche,61000,911,11/9/19 18:34,55000,TX,Manual,FALSE,2011,unknown
248,2008 Porsche 911 Targa 4S - Manual Transmission,Targa 4S,FALSE,Minneapolis,USA,2008 Porsche 911 Targa 4S - Manual Transmission,Porsche,16930,911,2019-11-07T22:49:00.000Z,60000,MN,Manual,FALSE,2008,black
249,FS: 2005 997.1 911 S track/street car new transmission many great parts proven,Carrera S,FALSE,Saint Joseph,USA,"FS: 2005 997.1 911 S track/street car, new transmission, many great parts, proven",Porsche,32856,911,2019-11-06T00:40:00.000Z,40000,MO,Manual,FALSE,2005,silver
250,2009 Cayman S (PDK),Cayman S,FALSE,Willow Grove,United States,2009 Cayman S (PDK),Porsche,104800,Cayman,10/28/19 16:48,25000,PA,Automatic,FALSE,2009,unknown
251,2011 Porsche 997.2 GTS (Ultra rare build. Full Aero Carbon Buckets Low Milage),Carrera GTS,FALSE,Vancouver Canada,Canada,"2011 Porsche 997.2 GTS (Ultra rare build. Full Aero, Carbon Buckets, Low Milage)",Porsche,22000,911,2019-06-13T06:02:00.000Z,79500,BC,Automatic,FALSE,2011,white
252,2012.5 Porsche 911 Carrera S coupe (991),Carrera S,FALSE,Oviedo,USA,2012.5 Porsche 911 Carrera S coupe (991),Porsche,24000,911,2019-10-17T21:17:00.000Z,64900,FL,Automatic,FALSE,2012,black
253,Speed Yellow 997 Turbo 6 speed,Turbo,FALSE,Manalapan,USA,Speed Yellow 997 Turbo 6 speed,Porsche,49500,911,2019-08-07T04:17:00.000Z,69900,NJ,Manual,TRUE,2007,yellow
254,2006 Cayman S w/ tasteful upgrades & new paint,Cayman S,FALSE,Reno,USA,2006 Cayman S w/ tasteful upgrades & new paint,Porsche,61715,Cayman,2019-11-01T06:19:00.000Z,27000,NV,Manual,FALSE,2006,black
255,Dealer Inventory CNC Motors: 2011 GT3 RS In Carrera White w/ White Gold Contrast!,GT3 RS,FALSE,Upland,USA,Dealer Inventory CNC Motors: 2011 GT3 RS In Carrera White w/ White Gold Contrast!,Porsche,11558,911,2019-07-14T02:10:00.000Z,169997,CA,Manual,FALSE,2011,white
256,FS: 2006 Cayman S DE/Racecar - Currently an SPC spec PCA Club Racer,Cayman S,FALSE,Randolph,USA,FS: 2006 Cayman S DE/Racecar - Currently an SPC spec PCA Club Racer,Porsche,25000,Cayman,2019-02-05T06:56:00.000Z,48000,NJ,Manual,FALSE,2006,black
257,2006 Porsche 911 Carrera S 3.8l Track Car GT3 Crayon Clone,GT3,FALSE,Houston,USA,2006 Porsche 911 Carrera S 3.8l Track Car GT3 Crayon Clone,Porsche,42000,911,2019-10-06T20:58:00.000Z,50000,TX,Manual,FALSE,2006,gray
258, 2006 Cayman S for sale very good condition but does not run,Cayman S,FALSE,Kansas City,USA, 2006 Cayman S for sale very good condition but does not run,Porsche,54000,Cayman,2019-11-11T23:28:00.000Z,9000,MO,Manual,FALSE,2006,silver
259,The Ultimate Cayman R Track Car,Cayman R,FALSE,West Palm Beach,USA,The Ultimate Cayman R Track Car,Porsche,19600,Cayman,2019-07-29T02:50:00.000Z,71900,FL,Automatic,FALSE,2012,blue
260,2005 Porsche Carrera S,Carrera S,FALSE,Cumming,USA,2005 Porsche Carrera S,Porsche,52500,911,2019-10-23T02:23:00.000Z,44999,GA,Manual,FALSE,2005,gray
261,2009 Porsche Cayman PDK - street/track,Cayman,FALSE,Lawrenceburg,USA,2009 Porsche Cayman PDK - street/track,Porsche,85000,Cayman,2019-06-07T01:39:00.000Z,27500,TN,Automatic,FALSE,2009,black
262,06 Cayman 987.1 Track Car with 3.6L X51,Cayman,FALSE,St Pete Clearwater Area,USA,06 Cayman 987.1 Track Car with 3.6L X51,Porsche,40000,Cayman,2019-06-03T21:10:00.000Z,55000,FL,Manual,FALSE,2006,silver
263, 2007 Cayman S Manual in Cobalt Blue,Cayman S,FALSE,Parker,USA, 2007 Cayman S Manual in Cobalt Blue,Porsche,30600,Cayman,2019-10-30T04:45:00.000Z,26000,TX,Manual,FALSE,2007,blue
264,Perfect Beginning HPDE Cayman S,Cayman S,FALSE,Downingtown,USA,Perfect Beginning HPDE Cayman S,Porsche,59000,Cayman,2019-05-28T19:22:00.000Z,27500,PA,Manual,FALSE,2007,gray
265,2007 Porsche 911 Turbo - 39k miles - Loaded,Turbo,FALSE,Boca Raton,USA,2007 Porsche 911 Turbo - 39k miles - Loaded,Porsche,39200,911,2019-11-06T00:58:00.000Z,79900,FL,Manual,TRUE,2007,blue
266,2006 Porsche 911 Carrera 6spd Sunroof Aero Kit Sport Chrono Custom Paint Extras,Carrera,FALSE,Chesterfield,USA,"2006 Porsche 911 Carrera, 6spd, Sunroof, Aero Kit, Sport Chrono, Custom Paint, Extras",Porsche,66013,911,2019-10-31T03:11:00.000Z,36000,MI,Manual,FALSE,2006,blue
267,2007 Porsche 911 Turbo (997) Coupe,Turbo,FALSE,Ann Arbor,USA,2007 Porsche 911 Turbo (997) Coupe,Porsche,23789,911,2019-10-10T00:24:00.000Z,72500,MI,Automatic,TRUE,2007,gray
268,xlnt 997.2 C4S,Carrera 4S,FALSE,Santa Monica,USA,xlnt 997.2 C4S,Porsche,62000,911,2019-11-04T07:48:00.000Z,54000,CA,Automatic,FALSE,2009,gray
269,2009 911 C4S Cabriolet PDK/ 997.2,Carrera 4S,TRUE,Cypress,United States,2009 911 C4S Cabriolet PDK/ 997.2,Porsche,58000,911,8/21/19 0:53,45000,CA,Automatic,FALSE,2009,unknown
270,2006 Porsche 911 Carrera S 6spd,Carrera S,FALSE,San Diego,USA,2006 Porsche 911 Carrera S 6spd,Porsche,85000,911,2019-09-13T04:08:00.000Z,37500,CA,Manual,FALSE,2006,blue
271,2012 Porsche 911 Turbo S - Carrara White on Black(w/ deviated stitch) -- STOCK,Turbo S,FALSE,Chicago,USA,2012 Porsche 911 Turbo S - Carrara White on Black(w/ deviated stitch) -- STOCK,Porsche,19500,911,2018-12-17T23:05:00.000Z,101000,IL,Automatic,TRUE,2012,white
272,2011 Porsche 911 GT2 RS - #389 of 500,GT2 RS,FALSE,Addison,USA,2011 Porsche 911 GT2 RS - #389 of 500,Porsche,1075,911,2019-11-03T03:05:00.000Z,415900,TX,Manual,FALSE,2011,black
273,Porsche 911 Carrera S RARE Centro,Carrera S,FALSE,Houston,USA,Porsche 911 Carrera S RARE Centro,Porsche,30954,911,2019-09-21T07:59:00.000Z,70000,TX,Manual,FALSE,2008,white
274,2007 Cayman S for sale,Cayman S,FALSE,West Orange,USA,2007 Cayman S for sale,Porsche,91450,Cayman,2019-09-01T01:27:00.000Z,22000,NJ,Manual,FALSE,2007,white
275,2007 Porsche 911 Carrera - Cobalt Blue - 81k miles,Carrera,FALSE,Kennett Square,USA,2007 Porsche 911 Carrera - Cobalt Blue - 81k miles,Porsche,82000,911,2019-08-28T06:39:00.000Z,30900,PA,Manual,FALSE,2007,blue
276,2007 Gemballa Tech Art 911 Turbo  stunning 16900 miles,Turbo,FALSE,Norman,USA,"2007 Gemballa Tech Art 911 Turbo,  stunning, 16,900 miles",Porsche,16900,911,2019-07-19T22:43:00.000Z,99999,OK,Manual,TRUE,2007,red
277,CPO 2012 Porsche 911 GTS Cab PDK,Carrera GTS,TRUE,College Station,USA,CPO 2012 Porsche 911 GTS Cab PDK,Porsche,40279,911,2019-10-09T09:12:00.000Z,64500,TX,Automatic,FALSE,2012,black
278,For Sale 2007 Porsche Turbo 997.1 (Meteor Grey),Turbo,FALSE,Los Angeles,USA,For Sale 2007 Porsche Turbo 997.1 (Meteor Grey),Porsche,40500,911,2019-05-10T11:06:00.000Z,69500,CA,Manual,TRUE,2007,gray
279,2010 C2S Cabriolet 6 Speed Manual Triple Black,Carrera S,TRUE,Darien,USA,2010 C2S Cabriolet 6 Speed Manual Triple Black,Porsche,30800,911,2019-08-25T03:23:00.000Z,52900,CT,Manual,FALSE,2010,black
280,2009 Porsche 911 Turbo Cab (997.1 - tweener) -- 40k mi/6-speed,Turbo,TRUE,Park City,USA,2009 Porsche 911 Turbo Cab (997.1 - tweener) -- 40k mi/6-speed,Porsche,40000,911,2019-05-14T22:13:00.000Z,74999,UT,Manual,TRUE,2009,silver
281,997.2 C2S PDK Sport/+ For Sale,Carrera S,FALSE,Potomac,USA,997.2 C2S PDK Sport/+ For Sale,Porsche,66000,911,2019-08-21T05:12:00.000Z,48000,MD,Automatic,FALSE,2009,other
282,2012 Porsche 911 997.2 GTS | CPO,Carrera GTS,FALSE,San Francisco,USA,2012 Porsche 911 997.2 GTS | CPO,Porsche,54800,911,2019-10-30T06:42:00.000Z,69150,CA,Automatic,FALSE,2012,gray
283,2007 Porsche 911 Turbo Manual (997.1TT) - Columbus GA,Turbo,FALSE,Columbus,USA,"2007 Porsche 911 Turbo Manual (997.1TT) - Columbus, GA",Porsche,71000,911,2019-10-22T07:36:00.000Z,59500,GA,Manual,TRUE,2007,black
284,2012 Cayman R Track Prep GTB-1 Race Car,Cayman R,FALSE,Rochester,USA,2012 Cayman R Track Prep GTB-1 Race Car,Porsche,13000,Cayman,2019-06-27T23:26:00.000Z,85000,NY,Manual,FALSE,2012,black
285,2007 Cayman 31k miles tiptronic major maintenance done,Cayman,FALSE,Chiacago,USA,"2007 Cayman 31k miles, tiptronic, major maintenance done",Porsche,31000,Cayman,2019-10-27T03:26:00.000Z,23000,IL,Automatic,FALSE,2007,black
286,2012 Porsche Cayman R,Cayman R,FALSE,Atlanta,USA,2012 Porsche Cayman R,Porsche,14329,Cayman,2019-10-25T03:50:00.000Z,68500,GA,Automatic,FALSE,2012,white
287,2010 Cayman S: Perfect HPDE Car,Cayman S,FALSE,Baltimore,USA,2010 Cayman S: Perfect HPDE Car,Porsche,26267,Cayman,2019-10-25T21:09:00.000Z,45000,MD,Manual,FALSE,2010,black
288,2008 Porsche 911 Turbo w/ Manual Transmission!,Turbo,FALSE,Murrieta,USA,2008 Porsche 911 Turbo w/ Manual Transmission!,Porsche,51100,911,2019-07-28T04:01:00.000Z,74990,CA,Manual,TRUE,2008,gray
289,2007 Porsche 911 c2 with Ohlins and e88's,Carrera,FALSE,Webster,USA,2007 Porsche 911 c2 with Ohlins and e88's,Porsche,85000,911,2019-09-12T11:57:00.000Z,27000,NY,Manual,FALSE,2007,black
290,2010 Porsche 911 Turbo / 997.2 / GT2 RS Look / AWE 750 HP,Turbo,FALSE,Pittsburgh,USA,2010 Porsche 911 Turbo / 997.2 / GT2 RS Look / AWE 750 HP,Porsche,15500,911,2019-08-22T18:21:00.000Z,105000,PA,Manual,TRUE,2010,white
291,2006 997 C2S Carrera S - 33500 miles - 6MT Manual,Carrera S,FALSE,Brooklyn Or Manhattan,USA,"2006 997 C2S Carrera S - 33,500 miles - 6MT Manual",Porsche,33500,911,2019-04-22T21:53:00.000Z,44100,NY,Manual,FALSE,2006,silver
292,2006 911 C2S 6spd,Carrera S,FALSE,Parker,USA,2006 911 C2S 6spd,Porsche,43800,911,2019-08-07T23:28:00.000Z,42000,CO,Manual,FALSE,2006,black
293,Beautiful Unique Carbon Interior Finish 2008 Porsche 911 Turbo Coupe Manual,Turbo,FALSE,Denver,USA,"Beautiful, Unique, Carbon Interior Finish, 2008 Porsche 911 Turbo, Coupe, Manual",Porsche,49500,911,2019-08-15T23:04:00.000Z,65500,CO,Manual,TRUE,2008,silver
294,2005 997 Carrera 6 Speed,Carrera,FALSE,Naples,USA,2005 997 Carrera 6 Speed,Porsche,89700,911,2019-06-10T21:50:00.000Z,29000,FL,Manual,FALSE,2005,silver
295,2005 Porsche 911 Carrera,Carrera,FALSE,Madison,USA,2005 Porsche 911 Carrera,Porsche,65000,911,2018-11-11T21:06:00.000Z,29995,NJ,Automatic,FALSE,2005,other
296,Top Dog - Turbo Cabriolet with all the options,Turbo,TRUE,Wheaton,USA,Top Dog - Turbo Cabriolet with all the options,Porsche,21000,911,2019-10-23T05:42:00.000Z,79900,IL,Manual,TRUE,2008,black
297,2007 911 Turbo Vorsteiner VRT,Turbo,FALSE,Jacksonville,USA,2007 911 Turbo Vorsteiner VRT,Porsche,41000,911,2019-09-25T07:13:00.000Z,85000,FL,Manual,TRUE,2007,white
298,2012 Porsche Cayman for sale,Cayman,FALSE,Plano,USA,2012 Porsche Cayman for sale,Porsche,49900,Cayman,2019-01-16T07:14:00.000Z,31000,TX,Automatic,FALSE,2012,white
299,2011 Porsche 911 C2 997.2 6 Speed Manual,Carrera,FALSE,Agoura Hills,USA,2011 Porsche 911 C2 997.2 6 Speed Manual,Porsche,88400,911,2019-07-16T13:02:00.000Z,38500,CA,Manual,FALSE,2011,black
300,2009 Carrera 4S PDK 23k Miles!!! 1 Owner!!! Very Clean!!!,Carrera 4S,FALSE,Tucson,USA,"2009 Carrera 4S, PDK, 23k Miles!!! 1 Owner!!! Very Clean!!!",Porsche,23321,911,2019-10-12T02:24:00.000Z,64000,AZ,Automatic,FALSE,2009,gray
301,2009 911 Carrera cabriolet 997.2 PDK,Carrera,TRUE,Chambersburg,USA,2009 911 Carrera cabriolet 997.2 PDK,Porsche,64900,911,2019-09-15T07:12:00.000Z,40500,PA,Automatic,FALSE,2009,silver
302,DELETE - Double post,Cayman,FALSE,Des Moines,USA,DELETE - Double post,Porsche,91000,Cayman,2019-10-10T19:45:00.000Z,22000,IA,Manual,FALSE,2007,blue
303,2012.5 Porsche 911 Carrera S Coupe (991),Carrera S,FALSE,Downers Grove,USA,2012.5 Porsche 911 Carrera S Coupe (991),Porsche,39800,911,2019-09-27T19:39:00.000Z,65000,IL,Automatic,FALSE,2012,red
304,2006 997S 6-speed $42k Black on Gray,Carrera S,FALSE,Tampa,USA,"2006 997S, 6-speed, $42k, Black on Gray",Porsche,38300,911,2019-09-18T02:26:00.000Z,42000,FL,Manual,FALSE,2006,black
305,2005 Porsche Carrera  Manual Transmission,Carrera,FALSE,Jamestown,USA,"2005 Porsche Carrera , Manual Transmission",Porsche,49100,911,2018-11-03T18:38:00.000Z,32000,IN,Manual,FALSE,2005,silver
306,2011 987.2 Cayman 6MT 54050 miles bumper-to-bumper warranty,Cayman,FALSE,Parlin,USA,"2011 987.2 Cayman 6MT 54,050 miles, bumper-to-bumper warranty",Porsche,54050,Cayman,2019-06-03T05:51:00.000Z,28900,NJ,Manual,FALSE,2011,white
307,The Ultimate Track-Oriented Cayman R,Cayman R,FALSE,West Palm Beach,USA,The Ultimate Track-Oriented Cayman R,Porsche,19350,Cayman,2019-09-19T18:18:00.000Z,74900,FL,Automatic,FALSE,2012,blue
308,2007 997.1 911 Turbo MT Black Coupe Low Miles 11k Classic & Pristine,Turbo,FALSE,Jackson,USA,2007 997.1 911 Turbo MT Black Coupe Low Miles 11k Classic & Pristine,Porsche,11256,911,2019-09-17T12:43:00.000Z,94500,WY,Manual,TRUE,2007,black
309,2006 Porsche Cayman S-Sport Adaptive Seats+ GMG maintained,Cayman S,FALSE,Culver City,USA,2006 Porsche Cayman S-Sport Adaptive Seats+ GMG maintained,Porsche,79000,Cayman,2019-01-04T03:55:00.000Z,24000,CA,Manual,FALSE,2006,black
310,2006 Porsche 911 Carrera 4 Cabriolet with warranty!,Carrera 4,TRUE,Houston,USA,2006 Porsche 911 Carrera 4 Cabriolet with warranty!,Porsche,49700,911,2019-09-06T10:02:00.000Z,34400,TX,Manual,FALSE,2006,gray
311,2012 911 C4GTS,Carrera GTS,FALSE,Trabuco Canyon,USA,2012 911 C4GTS,Porsche,6820,911,2019-09-10T04:07:00.000Z,83500,CA,Automatic,FALSE,2012,black
312,2005 Porsche 911 Carrera Cabriolet,Carrera,TRUE,Seattle,USA,2005 Porsche 911 Carrera Cabriolet,Porsche,45590,911,2019-07-23T03:48:00.000Z,26500,WA,Automatic,FALSE,2005,black
313,2006 Porsche 911 Carrera Cab 6spd Manual,Carrera,TRUE,Glendale,USA,2006 Porsche 911 Carrera Cab 6spd Manual,Porsche,46000,911,2019-09-24T08:31:00.000Z,37000,CA,Manual,FALSE,2006,blue
314,2009 Porsche 911 4S - Heavily Optioned - $126k MSRP,Carrera 4S,FALSE,Lapeer,USA,2009 Porsche 911 4S - Heavily Optioned - $126k MSRP,Porsche,92000,911,2018-10-28T06:28:00.000Z,46000,MI,Automatic,FALSE,2009,gray
315,2007 Porsche Cayman S,Cayman S,FALSE,Calgary,Canada,2007 Porsche Cayman S,Porsche,64250,Cayman,2019-07-06T02:33:00.000Z,30000,AB,Manual,FALSE,2007,gray
316,2009 Porsche 911 997.2,unknown,FALSE,Toronto,Canada,2009 Porsche 911 997.2,Porsche,60500,911,2019-07-08T19:00:00.000Z,37000,ON,Automatic,FALSE,2009,white
317,2012 Porsche 911 Turbo S - Carrara White on Black(w/ deviated stitch) -- STOCK,Turbo S,FALSE,Chicago,USA,2012 Porsche 911 Turbo S - Carrara White on Black(w/ deviated stitch) -- STOCK,Porsche,19900,911,2019-09-17T21:07:00.000Z,106000,IL,Automatic,TRUE,2012,white
318,Rare find! Porsche 911 Turbo S - 3900 miles & perfect condition,Turbo S,FALSE,Reno,USA,Rare find! Porsche 911 Turbo S - 3900 miles & perfect condition,Porsche,3900,911,2019-08-27T01:57:00.000Z,125000,NV,Automatic,TRUE,2011,silver
319, FS: 2010 Porsche Carrera C2 6MT,Carrera S,FALSE,Boston,USA, FS: 2010 Porsche Carrera C2 6MT,Porsche,47200,911,2019-06-21T07:02:00.000Z,48000,MA,Manual,FALSE,2010,black
320,2005 911 Turbo S immaculate in Guards Red,Turbo S,FALSE,Cupertino,USA,"2005 911 Turbo S, immaculate in Guards Red",Porsche,54900,911,2019-09-09T08:24:00.000Z,55000,CA,Manual,TRUE,2005,red
321,2007 Porsche 911 C4S low miles - 26200,Carrera 4S,FALSE,Sisters,USA,"2007 Porsche 911 C4S low miles - 26,200",Porsche,26300,911,2019-08-31T05:45:00.000Z,49750,OR,Automatic,FALSE,2007,silver
322,2012 Porsche 911 S! 31500 Miles. Extremely Clean!,Carrera S,FALSE,Tucson,USA,"2012 Porsche 911 S! 31,500 Miles. Extremely Clean!",Porsche,31500,911,2019-09-05T23:59:00.000Z,68900,AZ,Automatic,FALSE,2012,brown
323,2006 Porsche C4S,Carrera 4S,FALSE,Austin,USA,2006 Porsche C4S,Porsche,62000,911,2019-04-29T19:06:00.000Z,44000,TX,Manual,FALSE,2006,black
324,2010 PORSCHE 911 GT3RS 3.8L/H6 manual,GT3 RS,FALSE,Quincy,USA,"2010 PORSCHE 911 GT3RS, 3.8L/H6, manual",Porsche,25218,911,2019-08-20T20:42:00.000Z,159990,MA,Manual,FALSE,2010,gray
325,Beautiful Porsche Cabriolet S,Carrera S,TRUE,San Diego,USA,Beautiful Porsche Cabriolet S,Porsche,59000,911,2019-08-02T22:31:00.000Z,57000,CA,Automatic,FALSE,2012,white
326, 2007 Cayman S *6MT 39K Miles*,Cayman S,FALSE,Lincoln,USA, 2007 Cayman S *6MT 39K Miles*,Porsche,39750,Cayman,2019-07-31T06:42:00.000Z,31900,NE,Manual,FALSE,2007,red
327,2011 Porsche 911 Turbo S!,Turbo S,FALSE,Davie,USA,2011 Porsche 911 Turbo S!,Porsche,30181,911,2019-08-21T03:04:00.000Z,98995,FL,Automatic,TRUE,2011,blue
328,2011 Porsche 911 Carrera 997.2 PDK | Sport Seats | Clear Bra | Ceramic Coat,Carrera,FALSE,Norco,USA,2011 Porsche 911 Carrera 997.2 PDK | Sport Seats | Clear Bra | Ceramic Coat,Porsche,64000,911,2019-08-02T20:11:00.000Z,47490,CA,Automatic,FALSE,2011,white
329,06 cobolt blue c2s  with powerkit/street hpde car    factory installed x51 kit,Carrera,FALSE,Augusta,USA,06 cobolt blue c2s  with powerkit/street hpde car    factory installed x51 kit,Porsche,37000,911,2019-07-27T15:17:00.000Z,45000,GA,Manual,FALSE,2006,blue
330,2009 Carrera 4 997.2 MT Black on Black,Carrera 4,FALSE,Reno,USA,2009 Carrera 4 997.2 MT Black on Black,Porsche,61000,911,2018-11-30T05:04:00.000Z,42900,NV,Manual,FALSE,2009,black
331,Great Cayman S track car,Cayman S,FALSE,Clermont,USA,Great Cayman S track car,Porsche,48155,Cayman,2018-11-27T06:47:00.000Z,41000,FL,Manual,FALSE,2009,blue
332,2012 911 S Agate Gray,Carrera S,FALSE,Mesa,USA,2012 911 S Agate Gray,Porsche,52000,911,2019-07-22T03:08:00.000Z,69000,AZ,Automatic,FALSE,2012,gray
333,Excellent condition Cayman S looking for a good home.,Cayman S,FALSE,Burlington,Canada,Excellent condition Cayman S looking for a good home.,Porsche,45000,Cayman,2019-04-25T22:56:00.000Z,44900,ON,Manual,FALSE,2012,white
334,2012 Basalt Black Metallic 997.2 GTS - CPO,Carrera GTS,FALSE,Seattle,USA,2012 Basalt Black Metallic 997.2 GTS - CPO,Porsche,60000,911,2019-03-21T22:00:00.000Z,65000,WA,Automatic,FALSE,2012,black
335,06 cobolt blue c2s  with powerkit/street hpde car,Carrera,FALSE,Augusta,USA,06 cobolt blue c2s  with powerkit/street hpde car,Porsche,37000,911,2019-07-27T15:16:00.000Z,45000,GA,Manual,FALSE,2006,blue
336,997.1 C4S 6 speed manual,Carrera 4S,FALSE,Boston,USA,997.1 C4S 6 speed manual,Porsche,69485,911,2019-01-03T02:24:00.000Z,42500,MA,Manual,FALSE,2008,blue
337,Gorgeous 2008 911 Targa 4s,Targa 4S,FALSE,Woodinville,USA,Gorgeous 2008 911 Targa 4s,Porsche,23867,911,2018-09-28T02:26:00.000Z,52500,WA,Automatic,FALSE,2008,gray
338,2008 Porsche 911 Turbo Cab in One-of-One Paint-To-Sample Metallic Green Convertible,Turbo,TRUE,Upland,USA,2008 Porsche 911 Turbo Cab in One-of-One Paint-To-Sample Metallic Green Convertible,Porsche,72601,911,2019-05-14T07:57:00.000Z,69997,CA,Manual,TRUE,2008,other
339,Original Owner 991 Base Cab with a 7 Speed Manual Trans absolutely like new,Carrera,TRUE,Cary,USA,Original Owner 991 Base Cab with a 7 Speed Manual Trans absolutely like new,Porsche,38900,911,2019-06-29T16:32:00.000Z,62500,NC,Manual,FALSE,2012,silver
340,2008 Porsche 911 Carerra C4S Cabriolet Manual Transmission,Carrera 4S,TRUE,Palisades,USA,"2008 Porsche 911 Carerra C4S Cabriolet, Manual Transmission",Porsche,60100,911,2019-04-22T17:56:00.000Z,42000,NY,Manual,FALSE,2008,silver
341,2005 Turbo S Cab Tiptronic,Turbo S,TRUE,Albany,USA,2005 Turbo S Cab Tiptronic,Porsche,75000,911,2019-06-26T16:49:00.000Z,47000,NY,Automatic,TRUE,2005,silver
342,Mint 2009 911 Carrer 4 Cabriolet - Very Low Miles ( 17K ),Carrera 4,TRUE,Easton,USA,Mint 2009 911 Carrer 4 Cabriolet - Very Low Miles ( 17K ),Porsche,17000,911,2019-09-05T19:33:00.000Z,55000,CT,Manual,FALSE,2009,black
343,WTS: 2007 Porsche Cayman 2.7L 5spd Turn Key,Cayman,FALSE,Canton,USA,WTS: 2007 Porsche Cayman 2.7L 5spd Turn Key,Porsche,144999,Cayman,2019-05-26T01:42:00.000Z,12000,CT,Manual,FALSE,2007,silver
344, 2009 2nd Generation Porsche CAYMAN S GTB1 Race Car,Cayman S,FALSE,Albany,USA, 2009 2nd Generation Porsche CAYMAN S GTB1 Race Car,Porsche,22226,Cayman,2019-02-24T00:56:00.000Z,59900,NY,Manual,FALSE,2009,other
345,2009 Porsche 911 Carrera 4 - Meteor Grey on Black PDK Extremely well maintained,Carrera 4,FALSE,Toronto,Canada,"2009 Porsche 911 Carrera 4 - Meteor Grey on Black, PDK, Extremely well maintained",Porsche,67108,911,2019-05-28T19:41:00.000Z,56000,ON,Automatic,FALSE,2009,gray
346,09 Cayman Racecar,Cayman R,FALSE,Summit Point,USA,09 Cayman Racecar,Porsche,39500,Cayman,2019-03-24T20:46:00.000Z,60000,WV,Manual,FALSE,2009,white
347, 2006 997.1 S Cabriolet  Manual transmission,Carrera S,TRUE,Hinsdale,USA, 2006 997.1 S Cabriolet  Manual transmission,Porsche,92500,911,2019-03-20T22:06:00.000Z,32500,IL,Manual,FALSE,2006,black
348,2007 Cayman Base,Cayman,FALSE,Hot Springs Village,USA,2007 Cayman Base,Porsche,63000,Cayman,2019-04-07T21:33:00.000Z,19500,AR,Manual,FALSE,2007,gray
349, 2010 Porsche 911 S - Meteor Grey - Certified Pre-Owned,Carrera S,FALSE,Scarsdale,USA, 2010 Porsche 911 S - Meteor Grey - Certified Pre-Owned,Porsche,67500,911,2019-06-11T02:33:00.000Z,51000,NY,Automatic,FALSE,2010,gray
350,2009 911 Carrera S Cabriolet For Sale,Carrera S,TRUE,Leawood,USA,2009 911 Carrera S Cabriolet For Sale,Porsche,26151,911,2019-08-31T02:03:00.000Z,63000,KS,Automatic,FALSE,2009,other
351,rare 2012 997.2 6MT C2S in platinum silver in excellent mechanical condition,Carrera S,FALSE,Campbell,USA,rare 2012 997.2 6MT C2S in platinum silver in excellent mechanical condition,Porsche,56000,911,2019-06-24T06:36:00.000Z,61997,CA,Manual,FALSE,2012,silver
352, Porsche 2006 Cabriolet C4,Carrera 4,TRUE,Ocean,USA, Porsche 2006 Cabriolet C4,Porsche,47600,911,2019-06-14T17:41:00.000Z,31500,NJ,Manual,FALSE,2006,black
353, 2007 Porsche Cayman Race Car,Cayman R,FALSE,Blauvelt,USA, 2007 Porsche Cayman Race Car,Porsche,53643,Cayman,2019-06-27T23:16:00.000Z,45000,NY,Manual,FALSE,2007,red
354,cobolt blue C2s 997.1 2006   lots of goodies street or track,Carrera,FALSE,Augusta,USA,cobolt blue C2s 997.1 2006   lots of goodies street or track,Porsche,37000,911,2019-05-26T16:39:00.000Z,45000,GA,Manual,FALSE,2006,blue
355,2006 Porsche 911 Cabriolet,unknown,TRUE,Miami,USA,2006 Porsche 911 Cabriolet,Porsche,37500,911,2019-08-10T21:06:00.000Z,38000,FL,Automatic,FALSE,2006,yellow
356,2011 Porsche 911 Turbo S AWD Dark Metallic Blue All Leather,Turbo S,FALSE,Pittsburgh,USA,"2011 Porsche 911 Turbo S AWD, Dark Metallic Blue, All Leather",Porsche,46118,911,2019-06-24T02:19:00.000Z,90959,PA,Automatic,TRUE,2011,blue
357,Guards Red 997,unknown,FALSE,Burbank,United States,Guards Red 997,Porsche,74000,911,1/25/19 11:42,29900,CA,Manual,FALSE,2007,unknown
358, 2006 Porsche Cayman S - 32k miles.  $25250 sale pending (first $26k takes it),Cayman S,FALSE,Dallas,USA," 2006 Porsche Cayman S - 32k miles.  $25,250 sale pending (first $26k takes it)",Porsche,32500,Cayman,2019-05-25T17:59:00.000Z,26000,TX,Manual,FALSE,2006,silver
359,2009 Cayman S PDK with Sport Chrono and Track Focused Upgrades,Cayman S,FALSE,Winnetka,USA,2009 Cayman S PDK with Sport Chrono and Track Focused Upgrades,Porsche,39800,Cayman,2019-07-24T07:23:00.000Z,52000,IL,Automatic,FALSE,2009,black
